lat,temp,humidity,windspeed,precip,fire,month,ffmc,dmc,dc,isi,bui,fwi
53.0378,20.3,65.0,12.5,0.0,1,7,85.0,7.8,22.4,4.0,8.3,3.9
62.727,22.6,78.0,6.4,4.8,0,7,56.5,4.3,17.3,0.4,5.3,0.2
62.727,22.2,82.9,8.6,3.9,0,7,57.5,4.3,18.7,0.5,5.5,0.2
62.727,24.7,57.9,10.4,0.0,1,7,86.4,8.6,23.2,4.3,8.9,4.4
64.7487,22.8,67.9,9.3,0.0,0,7,85.0,7.8,22.8,3.4,8.4,3.2
64.7487,23.9,62.9,12.2,0.0,0,7,85.6,8.2,23.0,4.2,8.7,4.2
64.7487,21.2,63.5,13.9,0.0,1,7,85.2,7.9,22.5,4.4,8.4,4.3
60.291,26.7,65.3,10.7,0.0,0,7,85.6,8.3,23.5,3.9,8.8,3.9
60.291,28.3,72.2,10.7,1.6,0,7,78.9,7.3,23.8,1.7,8.3,0.9
60.291,29.6,74.1,14.2,0.5,1,7,85.0,7.9,24.0,4.3,8.7,4.3
60.726,29.8,75.7,12.5,0.0,0,7,85.0,7.8,24.1,4.0,8.6,3.9
60.726,29.0,70.8,9.0,0.8,0,7,83.4,8.1,23.9,2.7,8.8,2.5
60.726,27.8,73.8,11.5,0.8,1,7,82.8,7.8,23.7,2.8,8.6,2.6
50.0976,22.3,87.9,20.8,0.3,0,7,81.6,6.7,22.7,3.9,7.7,3.6
50.0976,22.3,86.9,26.6,0.0,0,7,81.9,6.7,22.7,5.4,7.7,5.1
50.0976,20.3,87.3,24.3,0.0,1,7,81.6,6.6,22.4,4.6,7.6,4.3
62.9968,20.0,75.2,25.1,1.9,0,7,75.0,6.0,22.3,2.7,7.2,2.1
62.9968,19.3,72.0,29.1,2.1,0,7,75.2,5.8,22.2,3.4,7.0,2.9
62.9968,21.2,71.3,23.2,3.1,1,7,71.5,5.2,19.9,2.1,6.3,1.0
64.7312,21.1,76.7,12.2,3.3,0,7,64.9,4.8,19.5,1.0,5.9,0.5
64.7312,22.3,63.4,10.7,0.1,0,7,85.3,8.0,22.7,3.8,8.5,3.7
64.7312,18.9,51.1,16.2,0.0,1,7,86.5,8.3,22.1,5.9,8.6,5.9
62.7136,22.3,74.8,17.8,1.0,0,7,80.5,7.4,22.7,2.9,8.2,2.6
62.7136,20.1,61.0,16.5,0.0,0,7,85.4,7.9,22.3,5.1,8.4,5.0
62.7136,19.2,59.4,13.6,0.0,1,7,85.5,7.9,22.2,4.5,8.4,4.4
64.7061,18.9,51.1,16.2,0.0,0,7,86.5,8.3,22.1,5.9,8.6,5.9
64.7061,19.2,53.3,11.0,0.0,0,7,86.2,8.2,22.2,4.3,8.5,4.2
64.7061,21.9,53.1,9.3,0.0,1,7,86.6,8.5,22.6,4.2,8.8,4.2
64.7185,19.2,53.3,11.0,0.0,0,7,86.2,8.2,22.2,4.3,8.5,4.2
64.7185,21.9,53.1,9.3,0.0,0,7,86.6,8.5,22.6,4.2,8.8,4.2
64.7185,25.2,43.8,8.6,0.0,1,7,88.5,9.5,23.2,5.3,9.5,5.6
64.0633,22.7,53.5,10.7,0.0,0,7,86.7,8.6,22.8,4.6,8.9,4.7
64.0633,25.2,44.5,7.8,0.0,0,7,88.4,9.4,23.2,5.0,9.4,5.2
64.0633,27.3,45.4,7.5,0.0,1,7,88.6,9.6,23.6,5.1,9.6,5.4
62.6466,22.0,57.1,12.5,0.0,0,7,86.1,8.3,22.7,4.6,8.7,4.6
62.6466,23.6,60.7,16.3,0.0,0,7,85.9,8.3,23.0,5.4,8.7,5.4
62.6466,24.3,60.2,20.8,0.0,1,7,86.1,8.4,23.1,7.0,8.8,7.0
63.0668,23.3,56.2,18.1,0.0,0,7,86.5,8.5,22.9,6.5,8.8,6.5
63.0668,24.1,56.2,21.4,0.0,0,7,86.7,8.6,23.0,7.9,8.9,7.8
63.0668,26.5,57.3,17.6,0.0,1,7,86.8,8.8,23.5,6.6,9.1,6.7
64.0477,28.1,56.7,7.2,0.0,0,7,87.0,9.0,23.8,4.0,9.3,4.1
64.0477,29.1,54.6,10.7,0.0,0,7,87.6,9.2,23.9,5.2,9.4,5.5
64.0477,28.2,49.1,14.2,0.0,1,7,88.4,9.5,23.8,7.0,9.5,7.3
62.9974,26.4,57.5,16.8,0.0,0,7,86.8,8.7,23.5,6.3,9.0,6.4
62.9974,26.8,54.4,21.0,0.0,0,7,87.4,9.0,23.5,8.5,9.2,8.5
62.9974,26.3,56.7,16.3,0.0,1,7,86.9,8.8,23.4,6.2,9.1,6.4
64.8044,27.7,46.1,9.3,0.0,0,7,88.7,9.6,23.7,5.7,9.6,6.0
64.8044,28.4,57.9,10.7,0.0,0,7,87.0,8.9,23.8,4.8,9.2,5.0
64.8044,28.7,57.2,13.0,0.0,1,7,87.2,9.0,23.9,5.5,9.3,5.7
69.1109,21.1,70.5,9.6,0.0,0,7,85.0,7.5,22.5,3.4,8.2,3.2
69.1109,18.9,74.0,15.7,0.0,0,7,84.5,7.2,22.1,4.3,7.9,4.1
69.1109,11.9,70.6,13.9,0.0,1,8,84.3,6.8,20.1,3.9,7.4,3.5
66.0785,25.6,60.1,17.9,0.0,0,7,86.3,8.5,23.3,6.2,8.9,6.3
66.0785,20.7,61.0,17.9,0.0,0,8,85.5,7.8,21.7,5.6,8.2,5.5
66.0785,22.2,44.3,10.7,0.0,1,8,88.0,8.7,22.0,5.5,8.7,5.5
62.9131,20.9,85.9,16.8,0.8,0,8,79.2,6.6,21.8,2.4,7.5,1.8
62.9131,24.8,74.6,18.2,0.3,0,8,85.0,7.4,22.5,5.3,8.1,5.1
62.9131,23.1,53.6,19.8,0.0,1,8,86.9,8.3,22.2,7.5,8.6,7.4
62.8764,24.8,67.3,21.4,1.5,0,8,80.8,7.7,22.5,3.6,8.3,3.4
62.8764,23.1,48.7,25.1,0.0,0,8,87.7,8.6,22.2,10.9,8.7,10.2
62.8764,19.8,49.7,17.9,0.0,1,8,86.9,8.2,21.6,6.8,8.4,6.7
64.0397,24.2,40.6,14.2,0.0,0,8,89.0,9.1,22.4,7.6,9.1,7.7
64.0397,21.2,45.2,17.9,0.0,0,8,87.8,8.5,21.8,7.7,8.6,7.5
64.0397,23.1,51.2,14.2,0.0,1,8,87.2,8.4,22.2,5.9,8.6,5.9
65.2472,23.1,61.1,12.2,0.0,0,8,85.7,7.9,22.2,4.3,8.4,4.2
65.2472,26.2,68.7,7.8,0.0,0,8,85.1,7.8,22.7,3.2,8.4,3.0
65.2472,23.8,64.3,6.4,0.0,1,8,85.4,7.8,22.3,3.1,8.3,2.9
62.8888,22.4,58.9,13.4,0.0,0,8,85.9,8.0,22.0,4.7,8.4,4.6
62.8888,24.1,63.8,9.0,0.0,0,8,85.5,7.9,22.3,3.6,8.4,3.5
62.8888,25.7,59.0,8.2,0.0,1,8,86.4,8.3,22.6,3.9,8.7,3.9
62.7892,21.8,63.0,9.9,0.0,0,8,85.3,7.7,21.9,3.6,8.2,3.4
62.7892,23.9,57.5,7.2,0.0,0,8,86.3,8.2,22.3,3.6,8.5,3.5
62.7892,24.7,62.6,17.0,0.0,1,8,85.8,8.0,22.4,5.5,8.5,5.5
65.7967,25.2,62.7,7.5,0.0,0,8,85.8,8.0,22.5,3.4,8.5,3.2
65.7967,21.8,69.1,10.7,0.0,0,8,85.0,7.5,21.9,3.6,8.1,3.4
65.7967,20.8,56.3,10.7,0.0,1,8,86.1,8.0,21.7,4.2,8.3,4.1
64.7438,26.4,58.1,8.2,0.0,0,8,86.6,8.4,22.8,4.0,8.7,4.0
64.7438,26.1,52.7,8.2,0.0,0,8,87.3,8.7,22.7,4.4,8.9,4.5
64.7438,27.7,55.1,11.5,0.1,1,8,87.3,8.7,23.0,5.2,8.9,5.3
64.4977,26.1,52.7,8.2,0.0,0,8,87.3,8.7,22.7,4.4,8.9,4.5
64.4977,27.7,55.1,11.5,0.1,0,8,87.3,8.7,23.0,5.2,8.9,5.3
64.4977,22.8,73.2,10.7,5.9,1,8,59.9,4.2,14.8,0.7,4.9,0.3
59.3912,23.9,67.7,6.1,0.0,0,8,85.0,7.7,22.3,2.9,8.3,2.6
59.3912,24.2,74.8,7.5,0.5,0,8,85.0,7.3,22.4,3.1,8.0,2.8
59.3912,23.9,78.0,7.2,1.3,1,8,76.7,7.1,22.3,1.2,7.9,0.6
64.7643,22.3,75.1,10.4,6.6,0,8,56.8,4.0,13.5,0.5,4.6,0.2
64.7643,23.2,68.8,12.2,0.2,0,8,85.0,7.6,22.2,3.9,8.2,3.7
64.7643,18.7,72.4,9.3,0.0,1,8,84.8,7.1,21.4,3.3,7.8,3.0
62.9695,20.2,79.4,13.9,0.0,0,8,83.7,6.9,21.6,3.6,7.7,3.3
62.9695,20.9,74.9,10.7,0.0,0,8,84.6,7.1,21.8,3.4,7.8,3.1
62.9695,18.2,68.9,9.0,0.0,1,8,85.0,7.2,21.3,3.3,7.8,3.0
64.323,24.3,66.7,10.7,0.0,0,8,85.1,7.7,22.4,3.7,8.3,3.5
64.323,26.6,68.7,8.6,0.0,0,8,85.1,7.8,22.8,3.3,8.4,3.1
64.323,24.7,75.1,10.7,0.4,1,8,85.0,7.3,22.4,3.6,8.0,3.4
63.4665,15.7,72.1,14.2,0.0,0,8,84.5,7.0,20.8,4.0,7.6,3.7
63.4665,18.2,67.5,10.7,0.0,0,8,85.0,7.3,21.3,3.6,7.9,3.3
63.4665,24.6,65.1,14.2,0.0,1,8,85.4,7.9,22.4,4.6,8.4,4.5
64.5597,16.7,63.1,9.6,0.0,0,8,85.0,7.4,21.0,3.4,7.9,3.1
64.5597,19.9,68.2,7.8,0.0,0,8,85.0,7.4,21.6,3.1,8.0,2.8
64.5597,20.2,75.0,7.2,0.0,1,8,84.6,7.1,21.6,2.9,7.8,2.5
61.5247,24.6,67.4,8.2,0.0,0,8,85.1,7.7,22.4,3.2,8.3,3.0
61.5247,25.1,66.4,9.3,0.0,0,8,85.3,7.8,22.5,3.5,8.4,3.3
61.5247,21.7,65.1,14.2,0.0,1,8,85.0,7.6,21.9,4.3,8.1,4.1
62.9417,24.3,65.0,14.2,0.0,0,8,85.4,7.8,22.4,4.6,8.3,4.5
62.9417,19.3,66.5,17.9,0.2,0,8,85.0,7.4,21.5,5.2,8.0,5.0
62.9417,17.4,72.6,17.9,0.2,1,8,84.6,7.0,21.1,4.9,7.7,4.6
59.9946,21.7,65.5,6.1,0.0,0,8,85.0,7.6,21.9,2.9,8.1,2.6
59.9946,23.1,74.6,8.6,0.0,0,8,85.0,7.3,22.2,3.2,8.0,2.9
59.9946,23.2,77.0,8.2,0.2,1,8,84.6,7.2,22.2,3.0,8.0,2.7
59.7443,23.8,60.6,7.2,0.0,0,8,85.9,8.0,22.3,3.4,8.4,3.2
59.7443,24.3,64.1,6.9,0.0,0,8,85.5,7.9,22.4,3.2,8.4,3.0
59.7443,22.3,73.8,7.2,2.7,1,8,67.9,5.2,22.0,0.8,6.5,0.4
64.8572,14.1,63.1,7.2,0.0,0,8,85.0,7.2,20.5,3.0,7.7,2.6
64.8572,12.9,64.0,10.1,0.0,0,8,85.0,7.0,20.3,3.5,7.5,3.1
64.8572,15.8,65.0,8.6,0.0,1,8,85.0,7.2,20.8,3.2,7.7,2.8
64.8568,12.9,64.0,10.1,0.0,0,8,85.0,7.0,20.3,3.5,7.5,3.1
64.8568,15.8,65.0,8.6,0.0,0,8,85.0,7.2,20.8,3.2,7.7,2.8
64.8568,17.2,63.7,10.7,0.4,1,8,85.0,7.4,21.1,3.6,7.9,3.3
51.989,25.6,78.0,32.2,0.0,0,8,84.7,7.2,22.6,10.2,8.0,9.3
51.989,21.9,77.9,21.4,14.3,0,8,53.9,3.5,6.9,0.7,3.4,0.3
51.989,20.9,67.8,14.2,0.0,1,8,85.0,7.5,21.8,4.3,8.1,4.1
51.9566,21.8,78.0,21.4,13.9,0,8,53.9,3.5,6.9,0.7,3.4,0.3
51.9566,20.8,67.9,14.2,0.0,0,8,85.0,7.5,21.7,4.3,8.0,4.1
51.9566,20.5,80.7,18.2,1.1,1,8,77.9,6.9,21.7,2.3,7.7,1.7
57.7949,19.8,69.1,7.2,2.1,0,8,71.9,5.8,21.6,1.0,6.9,0.5
57.7949,21.7,70.5,7.2,0.0,0,8,85.0,7.4,21.9,3.0,8.0,2.7
57.7949,22.3,68.8,7.2,0.5,1,8,85.0,7.5,22.0,3.0,8.1,2.7
60.0031,17.3,73.3,4.6,0.0,0,8,84.5,7.0,21.1,2.5,7.7,2.0
60.0031,19.4,65.0,9.0,0.0,0,8,85.0,7.5,21.5,3.3,8.0,3.0
60.0031,21.4,71.5,9.0,0.0,1,8,85.0,7.3,21.9,3.3,8.0,3.0
55.3018,21.7,65.0,8.6,0.0,0,8,85.0,7.6,21.9,3.2,8.1,2.9
55.3018,22.8,61.8,10.7,0.0,0,8,85.6,7.9,22.1,3.9,8.3,3.8
55.3018,22.7,60.6,10.7,0.0,1,8,85.7,7.9,22.1,4.0,8.3,3.9
55.2998,22.8,61.8,10.7,0.0,0,8,85.6,7.9,22.1,3.9,8.3,3.8
55.2998,22.7,60.6,10.7,0.0,0,8,85.7,7.9,22.1,4.0,8.3,3.9
55.2998,25.2,58.5,5.8,0.0,1,8,86.3,8.3,22.5,3.4,8.6,3.3
64.8387,19.2,67.7,10.7,0.0,0,8,85.0,7.4,21.5,3.6,8.0,3.4
64.8387,19.7,64.8,9.6,0.0,0,8,85.0,7.5,21.6,3.4,8.0,3.1
64.8387,22.3,64.6,11.8,0.1,1,8,85.2,7.7,22.0,3.9,8.2,3.7
64.4301,19.9,66.7,9.0,0.0,0,8,85.0,7.4,21.6,3.3,8.0,3.0
64.4301,23.1,66.2,11.0,0.0,0,8,85.0,7.7,22.2,3.7,8.2,3.5
64.4301,20.1,78.9,14.7,3.9,1,8,61.5,4.2,17.6,0.9,5.3,0.4
56.1892,26.8,56.6,7.2,0.0,0,8,86.8,8.5,22.8,3.9,8.8,3.9
56.1892,28.3,61.1,14.2,0.0,0,8,86.5,8.4,23.1,5.3,8.8,5.4
56.1892,26.8,68.1,21.4,0.3,1,9,85.2,7.6,21.5,6.4,8.1,6.2
64.2135,17.3,77.0,17.9,2.0,0,9,71.4,5.4,19.8,1.6,6.4,0.8
64.2135,14.6,68.7,17.9,0.0,0,9,84.8,6.9,19.3,5.0,7.3,4.6
64.2135,15.2,79.2,10.7,1.4,1,9,73.6,6.6,19.4,1.2,7.1,0.6
55.3363,22.1,73.5,8.6,0.1,0,9,85.0,7.1,20.7,3.2,7.6,2.8
55.3363,25.8,67.6,12.5,0.0,0,9,85.2,7.6,21.3,4.1,8.0,3.9
55.3363,24.7,68.6,17.9,0.5,1,9,85.0,7.4,21.2,5.2,7.9,5.0
51.9596,23.2,82.6,28.6,0.0,0,9,83.2,6.8,20.9,7.0,7.5,6.5
51.9596,22.7,83.7,21.4,0.3,0,9,82.9,6.7,20.8,4.7,7.4,4.3
51.9596,22.3,84.8,35.8,0.0,1,9,82.5,6.6,20.7,9.2,7.3,8.2
56.2692,12.2,71.5,17.9,0.0,0,9,84.2,6.7,18.9,4.7,7.1,4.2
56.2692,15.1,69.7,9.8,0.0,0,9,84.8,6.9,19.4,3.4,7.3,3.0
56.2692,16.0,76.6,17.9,0.0,1,9,83.7,6.7,19.6,4.4,7.2,4.0
59.9259,7.8,86.8,9.6,0.1,0,9,81.2,6.2,18.1,2.1,6.7,1.2
59.9259,9.2,81.7,10.7,0.0,0,9,82.3,6.3,18.4,2.5,6.8,1.8
59.9259,10.6,78.7,14.2,0.0,1,9,82.9,6.4,18.6,3.3,6.9,2.7
54.0048,10.7,73.2,13.6,0.0,0,9,83.8,6.6,18.6,3.6,7.0,3.1
54.0048,13.1,71.3,16.5,0.2,0,9,84.3,6.7,19.1,4.4,7.1,3.9
54.0048,10.7,52.8,31.8,0.1,1,9,85.3,7.0,18.6,10.9,7.2,9.4
56.0735,14.9,83.8,9.6,2.2,0,5,64.2,5.1,20.1,0.8,6.2,0.4
56.0735,13.4,87.3,16.5,1.4,0,5,71.2,6.5,19.8,1.5,7.1,0.8
56.0735,9.7,92.7,8.2,6.1,1,6,34.9,3.1,12.5,0.0,3.8,0.0
52.1597,24.0,45.9,35.8,0.0,0,6,88.4,9.6,22.7,20.7,9.6,17.6
52.1597,17.4,53.4,25.1,6.0,0,6,68.2,5.1,14.0,2.1,5.3,0.9
52.1597,19.8,51.0,17.9,0.0,1,6,86.7,8.7,22.0,6.6,8.7,6.6
48.0492,28.2,66.9,17.9,0.0,0,6,85.6,8.6,23.5,5.6,9.0,5.7
48.0492,32.4,65.7,10.7,2.3,0,6,80.1,7.3,24.2,2.0,8.3,1.4
48.0492,24.6,76.7,17.9,0.0,1,6,84.8,7.6,22.8,5.0,8.3,4.9
48.0397,32.4,65.7,10.7,2.3,0,6,80.1,7.3,24.2,2.0,8.3,1.4
48.0397,24.6,76.7,17.9,0.0,0,6,84.8,7.6,22.8,5.0,8.3,4.9
48.0397,26.3,68.0,14.2,0.0,1,6,85.2,8.3,23.1,4.4,8.7,4.4
48.7088,12.7,85.7,25.1,0.2,0,6,81.4,6.5,20.7,4.7,7.3,4.3
48.7088,11.8,86.8,9.6,0.0,0,6,81.4,6.4,20.5,2.2,7.2,1.5
48.7088,12.9,89.3,22.2,0.0,1,6,80.4,6.4,20.7,3.6,7.2,3.1
50.0599,21.8,44.2,19.0,0.2,0,6,88.1,9.4,22.3,8.5,9.4,8.6
50.0599,24.8,38.1,15.0,0.0,0,6,89.6,10.2,22.9,8.6,10.1,9.0
50.0599,26.2,40.4,29.3,0.2,1,6,89.7,10.3,23.1,18.0,10.2,16.3
54.0527,14.0,70.7,14.2,2.3,0,6,69.2,5.4,20.9,1.2,6.6,0.6
54.0527,17.6,62.5,11.0,1.1,0,6,80.4,7.8,21.6,2.1,8.2,1.5
54.0527,23.6,50.3,18.2,0.0,1,6,87.4,9.2,22.7,7.4,9.2,7.5
53.1063,12.0,72.6,21.0,0.2,0,6,84.0,6.9,20.6,5.3,7.5,4.9
53.1063,15.0,69.6,32.2,0.0,0,6,84.7,7.3,21.1,10.2,7.8,9.2
53.1063,17.6,53.6,32.2,0.0,1,6,86.1,8.3,21.6,12.4,8.5,11.3
58.1561,23.2,75.2,12.2,0.2,0,6,84.9,7.6,22.6,3.8,8.3,3.6
58.1561,21.5,73.6,7.8,0.6,0,6,83.1,7.6,22.3,2.4,8.2,2.0
58.1561,26.2,66.1,9.6,0.0,1,6,85.4,8.4,23.1,3.6,8.8,3.6
58.1698,21.6,73.5,7.8,0.6,0,6,83.1,7.6,22.3,2.4,8.2,2.0
58.1698,26.2,66.1,9.6,0.0,0,6,85.4,8.4,23.1,3.6,8.8,3.6
58.1698,26.8,71.7,18.1,0.8,1,6,83.3,8.1,23.2,4.2,8.6,4.2
59.5179,30.2,86.9,8.2,11.3,0,6,46.1,3.6,8.8,0.1,3.6,0.0
59.5179,25.1,86.2,7.2,0.8,0,6,79.3,7.0,22.9,1.5,7.9,0.8
59.5179,29.8,82.1,10.7,3.0,1,6,68.1,5.2,21.3,1.0,6.5,0.5
60.2847,25.8,72.7,14.2,2.0,0,6,76.3,6.6,23.0,1.7,7.7,0.9
60.2847,28.1,76.4,28.6,1.2,0,6,81.3,7.8,23.5,5.5,8.5,5.5
60.2847,24.7,65.4,15.7,2.0,1,6,78.3,7.0,22.8,2.1,7.9,1.5
61.6437,25.3,85.6,10.1,5.0,0,6,54.2,4.0,17.1,0.4,5.0,0.2
61.6437,22.6,71.1,17.9,1.4,0,6,79.1,7.8,22.5,2.6,8.4,2.3
61.6437,20.8,68.5,11.0,0.1,1,6,85.0,7.8,22.1,3.7,8.3,3.5
54.6021,33.7,52.8,8.6,0.0,0,6,88.7,10.3,24.5,5.5,10.3,6.0
54.6021,24.9,69.9,9.6,0.5,0,6,85.0,8.1,22.9,3.4,8.6,3.3
54.6021,22.9,76.0,7.2,0.0,1,6,84.7,7.5,22.5,2.9,8.2,2.6
56.6501,20.0,64.1,10.7,0.0,0,6,85.0,8.0,22.0,3.6,8.4,3.5
56.6501,22.3,61.2,17.9,0.0,0,6,85.6,8.4,22.4,5.6,8.7,5.6
56.6501,23.0,49.5,17.9,0.0,1,6,87.4,9.2,22.5,7.3,9.2,7.4
56.7617,23.0,49.5,17.9,0.0,0,6,87.4,9.2,22.5,7.3,9.2,7.4
56.7617,24.5,42.0,25.1,0.0,0,6,89.0,9.9,22.8,13.1,9.9,12.6
56.7617,25.0,48.4,14.2,0.0,1,6,87.9,9.5,22.9,6.5,9.5,6.8
60.4319,24.3,61.3,6.9,0.0,0,6,85.8,8.6,22.8,3.3,8.9,3.2
60.4319,25.8,60.9,7.2,0.0,0,6,86.1,8.8,23.0,3.5,9.0,3.5
60.4319,27.8,63.9,8.2,0.0,1,6,86.0,8.7,23.4,3.7,9.0,3.7
60.4319,25.8,60.9,7.2,0.0,0,6,86.1,8.8,23.0,3.5,9.0,3.5
60.4319,27.8,63.9,8.2,0.0,0,6,86.0,8.7,23.4,3.7,9.0,3.7
60.4319,31.2,63.1,7.8,0.0,1,6,86.6,9.1,24.0,3.9,9.3,4.0
57.7687,20.2,75.3,12.5,0.0,0,6,84.5,7.4,22.0,3.7,8.0,3.5
57.7687,23.1,67.5,10.7,0.0,0,6,85.0,8.1,22.6,3.6,8.5,3.5
57.7687,26.1,59.1,6.1,0.0,1,6,86.4,8.9,23.1,3.5,9.1,3.5
62.9421,33.0,66.1,21.9,0.1,0,6,86.5,9.0,24.3,7.8,9.3,7.9
62.9421,33.1,61.9,17.0,0.0,0,6,87.2,9.4,24.4,6.8,9.6,7.1
62.9421,27.7,55.8,18.9,0.0,1,6,87.3,9.4,23.4,7.5,9.4,7.7
60.314,33.2,50.2,7.8,0.0,0,6,89.0,10.5,24.4,5.5,10.5,6.1
60.314,33.2,59.8,17.9,1.0,0,6,86.4,9.6,24.4,6.3,9.7,6.7
60.314,24.3,61.8,17.9,0.0,1,6,85.8,8.6,22.8,5.8,8.9,5.9
51.9446,26.7,67.8,7.8,0.4,0,6,85.2,8.4,23.2,3.2,8.8,3.1
51.9446,28.6,56.4,8.2,0.5,0,6,87.2,9.4,23.6,4.3,9.4,4.5
51.9446,25.3,78.3,7.5,1.8,1,6,73.4,6.5,23.0,1.0,7.6,0.5
54.3958,32.3,61.8,7.5,0.0,0,6,86.9,9.4,24.2,4.0,9.5,4.2
54.3958,27.7,75.7,6.4,2.4,0,6,71.5,6.0,23.4,0.9,7.3,0.5
54.3958,20.7,73.2,11.5,0.2,1,6,84.9,7.5,22.1,3.7,8.1,3.5
56.6538,26.8,65.7,21.4,2.0,0,6,80.2,7.2,23.2,3.4,8.1,3.2
56.6538,26.3,60.7,17.9,0.0,0,6,86.3,8.8,23.1,6.2,9.0,6.3
56.6538,30.3,57.0,7.2,0.0,1,6,87.4,9.6,23.9,4.2,9.6,4.4
53.5182,21.6,88.5,7.5,8.0,0,6,40.4,3.4,11.5,0.1,3.9,0.0
53.5182,23.2,74.8,9.3,0.0,0,6,85.0,7.6,22.6,3.4,8.3,3.2
53.5182,24.8,75.2,7.8,0.3,1,6,85.0,7.7,22.9,3.1,8.4,2.9
54.407,25.3,64.3,17.9,0.0,0,6,85.6,8.5,23.0,5.6,8.8,5.7
54.407,29.7,71.8,17.9,1.0,0,6,83.0,8.3,23.8,4.0,8.9,4.0
54.407,29.4,69.8,10.7,0.0,1,6,85.3,8.4,23.7,3.8,8.9,3.8
53.7656,30.3,65.8,17.9,0.5,0,6,86.1,8.8,23.9,6.0,9.2,6.2
53.7656,30.2,63.8,10.7,0.0,0,6,86.4,9.0,23.8,4.4,9.3,4.6
53.7656,28.1,64.9,10.7,0.0,1,6,85.9,8.7,23.5,4.1,9.0,4.2
53.3661,26.3,76.9,9.3,0.0,0,6,85.0,7.7,23.1,3.4,8.4,3.2
53.3661,25.2,82.3,7.5,0.6,0,6,82.6,7.2,22.9,2.2,8.1,1.7
53.3661,27.3,70.6,5.4,0.0,1,6,85.0,8.2,23.3,2.8,8.7,2.6
53.5309,25.2,82.3,7.5,0.6,0,6,82.6,7.2,22.9,2.2,8.1,1.7
53.5309,27.3,70.6,5.4,0.0,0,6,85.0,8.2,23.3,2.8,8.7,2.6
53.5309,27.3,72.7,9.6,1.0,1,7,81.6,7.8,23.6,2.2,8.5,1.7
50.4045,30.7,63.8,7.2,0.0,0,6,86.4,9.0,23.9,3.7,9.3,3.8
50.4045,31.8,61.6,7.8,0.3,0,7,86.9,9.0,24.4,4.1,9.4,4.3
50.4045,31.3,70.9,14.2,0.5,1,7,85.4,8.2,24.3,4.6,8.9,4.7
50.3773,30.7,67.8,7.2,0.2,0,7,85.8,8.4,24.2,3.4,9.0,3.4
50.3773,31.3,75.0,14.1,0.7,0,7,83.8,7.9,24.3,3.6,8.7,3.5
50.3773,30.7,74.4,14.2,0.1,1,7,85.0,7.9,24.2,4.3,8.7,4.3
46.4871,27.1,78.8,7.2,0.0,0,7,84.7,7.4,23.6,2.9,8.3,2.6
46.4871,25.7,79.4,9.3,0.0,0,7,84.4,7.3,23.3,3.1,8.2,2.8
46.4871,22.4,85.3,9.0,0.0,1,7,82.6,6.8,22.7,2.4,7.8,1.9
46.4905,25.7,79.4,9.3,0.0,0,7,84.4,7.3,23.3,3.1,8.2,2.8
46.4905,22.4,85.3,9.0,0.0,0,7,82.6,6.8,22.7,2.4,7.8,1.9
46.4905,23.2,85.6,7.2,1.9,1,7,68.2,5.6,22.9,0.8,7.0,0.4
46.4991,22.4,85.3,9.0,0.0,0,7,82.6,6.8,22.7,2.4,7.8,1.9
46.4991,23.2,85.6,7.2,1.9,0,7,68.2,5.6,22.9,0.8,7.0,0.4
46.4991,20.4,93.6,7.2,7.7,1,7,33.5,3.0,12.0,0.0,3.7,0.0
46.4935,23.2,85.6,7.2,1.9,0,7,68.2,5.6,22.9,0.8,7.0,0.4
46.4935,20.4,93.6,7.2,7.7,0,7,33.5,3.0,12.0,0.0,3.7,0.0
46.4935,24.2,87.1,6.9,0.9,1,7,77.9,6.8,23.1,1.3,7.8,0.7
62.3639,21.2,78.8,9.3,1.0,0,7,78.7,7.1,22.5,1.6,7.9,0.9
62.3639,23.2,74.9,6.9,0.0,0,7,85.0,7.4,22.9,3.0,8.2,2.7
62.3639,24.8,77.0,10.7,0.0,1,7,84.8,7.4,23.2,3.5,8.2,3.3
59.5564,25.2,66.3,10.7,1.0,0,7,82.4,8.1,23.2,2.6,8.6,2.3
59.5564,29.1,62.4,7.2,0.0,0,7,86.4,8.7,23.9,3.7,9.1,3.7
59.5564,31.8,58.4,7.2,0.0,1,7,87.4,9.2,24.4,4.2,9.5,4.4
60.3239,26.2,65.6,8.2,0.0,0,7,85.5,8.2,23.4,3.4,8.7,3.3
60.3239,27.3,74.9,8.2,0.5,0,7,85.0,7.7,23.6,3.2,8.5,3.0
60.3239,24.3,84.8,6.4,4.4,1,7,53.9,4.1,18.2,0.3,5.2,0.1
64.1552,29.4,51.2,10.7,0.0,0,7,88.2,9.5,24.0,5.7,9.5,6.0
64.1552,34.7,47.0,7.2,0.0,0,7,89.8,10.5,25.0,6.0,10.5,6.6
64.1552,33.2,51.5,14.2,0.0,1,7,88.9,9.9,24.7,7.5,9.9,7.9
60.4131,24.9,73.4,7.8,0.0,0,7,85.0,7.6,23.2,3.1,8.4,2.9
60.4131,26.7,72.3,7.2,0.5,0,7,85.0,7.8,23.5,3.0,8.5,2.8
60.4131,24.7,79.0,6.1,0.8,1,7,80.8,7.3,23.2,1.7,8.2,0.9
63.3523,32.1,59.0,9.0,0.0,0,7,87.4,9.2,24.5,4.6,9.5,4.8
63.3523,33.2,59.0,10.7,0.0,0,7,87.6,9.3,24.7,5.2,9.6,5.5
